username,timestamp,content,retweets,likes,replies,mentions,hashtags,content_length,total_engagement
user_131,2025-08-31 01:45:11+00:00,This is a sample tweet about Indian stock market #banknifty,527,44,251,user_200,#intraday,59,822
user_397,2025-08-31 01:44:31+00:00,This is a sample tweet about Indian stock market #sensex,519,2842,16,,"#nifty50, #sensex",56,3377
user_290,2025-08-31 01:44:30+00:00,This is a sample tweet about Indian stock market #intraday,758,108,45,"user_123, user_276, user_341","#intraday, #sensex, #banknifty",58,911
user_42,2025-08-31 01:44:18+00:00,This is a sample tweet about Indian stock market #banknifty,870,1223,285,user_310,"#banknifty, #sensex",59,2378
user_294,2025-08-31 01:43:07+00:00,This is a sample tweet about Indian stock market #banknifty,995,2513,275,"user_488, user_339, user_140","#sensex, #banknifty, #nifty50",59,3783
user_425,2025-08-31 01:43:01+00:00,This is a sample tweet about Indian stock market #sensex,155,975,340,user_271,#intraday,56,1470
user_7,2025-08-31 01:42:43+00:00,This is a sample tweet about Indian stock market #intraday,408,1362,481,,"#intraday, #banknifty",58,2251
user_331,2025-08-31 01:41:32+00:00,This is a sample tweet about Indian stock market #banknifty,494,1587,131,"user_165, user_224, user_473","#intraday, #nifty50",59,2212
user_314,2025-08-31 01:41:19+00:00,This is a sample tweet about Indian stock market #sensex,250,2625,425,"user_160, user_314",#banknifty,56,3300
user_110,2025-08-31 01:41:11+00:00,This is a sample tweet about Indian stock market #sensex,71,2129,136,,"#nifty50, #banknifty, #intraday",56,2336
user_391,2025-08-31 01:39:05+00:00,This is a sample tweet about Indian stock market #banknifty,338,1924,309,user_155,"#intraday, #nifty50",59,2571
user_290,2025-08-31 01:39:02+00:00,This is a sample tweet about Indian stock market #sensex,722,2458,355,user_191,"#intraday, #nifty50",56,3535
user_102,2025-08-31 01:37:13+00:00,This is a sample tweet about Indian stock market #nifty50,22,376,222,"user_467, user_351","#banknifty, #nifty50, #sensex",57,620
user_141,2025-08-31 01:36:57+00:00,This is a sample tweet about Indian stock market #nifty50,859,324,405,user_147,"#banknifty, #intraday",57,1588
user_265,2025-08-31 01:36:55+00:00,This is a sample tweet about Indian stock market #sensex,241,1204,11,user_197,"#banknifty, #sensex",56,1456
user_109,2025-08-31 01:36:47+00:00,This is a sample tweet about Indian stock market #nifty50,98,896,370,"user_72, user_163",#intraday,57,1364
user_258,2025-08-31 01:35:56+00:00,This is a sample tweet about Indian stock market #nifty50,565,1049,110,,"#intraday, #nifty50",57,1724
user_462,2025-08-31 01:35:41+00:00,This is a sample tweet about Indian stock market #nifty50,607,2989,327,,"#intraday, #nifty50, #banknifty",57,3923
user_192,2025-08-31 01:34:23+00:00,This is a sample tweet about Indian stock market #sensex,340,1360,336,user_102,"#intraday, #banknifty, #sensex",56,2036
user_404,2025-08-31 01:33:54+00:00,This is a sample tweet about Indian stock market #banknifty,535,2197,167,,"#intraday, #sensex, #nifty50",59,2899
user_82,2025-08-31 01:32:31+00:00,This is a sample tweet about Indian stock market #nifty50,71,322,270,"user_126, user_37, user_289","#nifty50, #sensex",57,663
user_133,2025-08-31 01:31:57+00:00,This is a sample tweet about Indian stock market #nifty50,176,1918,439,"user_43, user_123, user_36","#nifty50, #intraday",57,2533
user_81,2025-08-31 01:30:54+00:00,This is a sample tweet about Indian stock market #sensex,882,909,451,"user_342, user_182",#sensex,56,2242
user_76,2025-08-31 01:29:32+00:00,This is a sample tweet about Indian stock market #nifty50,695,1504,297,"user_217, user_204","#sensex, #nifty50",57,2496
user_58,2025-08-31 01:28:33+00:00,This is a sample tweet about Indian stock market #intraday,735,112,308,"user_343, user_490","#banknifty, #sensex, #nifty50",58,1155
user_391,2025-08-31 01:28:22+00:00,This is a sample tweet about Indian stock market #banknifty,329,504,441,"user_419, user_212","#intraday, #sensex",59,1274
user_253,2025-08-31 01:27:50+00:00,This is a sample tweet about Indian stock market #intraday,746,2071,55,"user_97, user_98","#nifty50, #banknifty, #intraday",58,2872
user_91,2025-08-31 01:26:52+00:00,This is a sample tweet about Indian stock market #sensex,559,26,472,,"#nifty50, #intraday, #sensex",56,1057
user_76,2025-08-31 01:25:54+00:00,This is a sample tweet about Indian stock market #banknifty,780,1495,316,"user_254, user_64","#nifty50, #banknifty, #intraday",59,2591
user_210,2025-08-31 01:25:43+00:00,This is a sample tweet about Indian stock market #sensex,139,2424,226,"user_89, user_122, user_196","#intraday, #nifty50",56,2789
user_119,2025-08-31 01:25:34+00:00,This is a sample tweet about Indian stock market #intraday,33,2711,212,"user_101, user_98, user_367",#sensex,58,2956
user_476,2025-08-31 01:24:59+00:00,This is a sample tweet about Indian stock market #sensex,122,873,75,"user_416, user_215, user_212","#nifty50, #banknifty, #sensex",56,1070
user_151,2025-08-31 01:24:03+00:00,This is a sample tweet about Indian stock market #intraday,142,1421,256,"user_126, user_140","#intraday, #nifty50",58,1819
user_482,2025-08-31 01:23:39+00:00,This is a sample tweet about Indian stock market #sensex,146,902,12,"user_109, user_123, user_465","#nifty50, #intraday",56,1060
user_277,2025-08-31 01:23:29+00:00,This is a sample tweet about Indian stock market #banknifty,539,1519,61,user_58,"#intraday, #banknifty",59,2119
user_216,2025-08-31 01:22:49+00:00,This is a sample tweet about Indian stock market #nifty50,216,2031,23,,#intraday,57,2270
user_30,2025-08-31 01:22:44+00:00,This is a sample tweet about Indian stock market #banknifty,871,1790,304,user_221,#intraday,59,2965
user_307,2025-08-31 01:21:59+00:00,This is a sample tweet about Indian stock market #banknifty,894,826,180,"user_472, user_381","#intraday, #sensex, #banknifty",59,1900
user_234,2025-08-31 01:21:53+00:00,This is a sample tweet about Indian stock market #intraday,947,1112,265,user_496,"#banknifty, #intraday, #nifty50",58,2324
user_452,2025-08-31 01:21:43+00:00,This is a sample tweet about Indian stock market #sensex,188,297,86,"user_89, user_30, user_68","#intraday, #nifty50",56,571
user_214,2025-08-31 01:21:29+00:00,This is a sample tweet about Indian stock market #nifty50,921,556,180,"user_392, user_322",#sensex,57,1657
user_462,2025-08-31 01:19:23+00:00,This is a sample tweet about Indian stock market #sensex,980,371,88,"user_415, user_255",#intraday,56,1439
user_40,2025-08-31 01:19:13+00:00,This is a sample tweet about Indian stock market #sensex,658,465,64,"user_418, user_379","#banknifty, #intraday",56,1187
user_468,2025-08-31 01:19:00+00:00,This is a sample tweet about Indian stock market #nifty50,856,568,426,user_333,"#nifty50, #intraday, #sensex",57,1850
user_283,2025-08-31 01:18:22+00:00,This is a sample tweet about Indian stock market #banknifty,591,193,318,user_227,#sensex,59,1102
user_53,2025-08-31 01:17:48+00:00,This is a sample tweet about Indian stock market #nifty50,588,2423,380,"user_276, user_244, user_415","#nifty50, #banknifty",57,3391
user_69,2025-08-31 01:17:34+00:00,This is a sample tweet about Indian stock market #banknifty,657,2086,466,"user_291, user_445",#sensex,59,3209
user_168,2025-08-31 01:16:57+00:00,This is a sample tweet about Indian stock market #banknifty,959,1010,156,"user_488, user_370",#banknifty,59,2125
user_497,2025-08-31 01:16:30+00:00,This is a sample tweet about Indian stock market #nifty50,395,297,482,"user_162, user_421, user_99",#banknifty,57,1174
user_470,2025-08-31 01:16:23+00:00,This is a sample tweet about Indian stock market #sensex,125,1231,80,"user_345, user_164","#nifty50, #intraday",56,1436
user_57,2025-08-31 01:15:30+00:00,This is a sample tweet about Indian stock market #intraday,630,1326,230,user_473,#intraday,58,2186
user_431,2025-08-31 01:15:25+00:00,This is a sample tweet about Indian stock market #sensex,353,1424,49,,"#sensex, #intraday",56,1826
user_499,2025-08-31 01:14:52+00:00,This is a sample tweet about Indian stock market #banknifty,248,2326,470,"user_218, user_385",#sensex,59,3044
user_418,2025-08-31 01:13:37+00:00,This is a sample tweet about Indian stock market #nifty50,67,2309,50,"user_493, user_297, user_256","#sensex, #nifty50",57,2426
user_296,2025-08-31 01:12:59+00:00,This is a sample tweet about Indian stock market #sensex,320,5,360,,#sensex,56,685
user_201,2025-08-31 01:12:35+00:00,This is a sample tweet about Indian stock market #nifty50,538,1935,225,,#intraday,57,2698
user_209,2025-08-31 01:12:06+00:00,This is a sample tweet about Indian stock market #nifty50,657,54,437,"user_167, user_343",#sensex,57,1148
user_434,2025-08-31 01:11:49+00:00,This is a sample tweet about Indian stock market #nifty50,747,2398,299,user_365,#nifty50,57,3444
user_393,2025-08-31 01:10:35+00:00,This is a sample tweet about Indian stock market #intraday,828,1007,210,"user_209, user_354","#intraday, #sensex",58,2045
user_86,2025-08-31 01:09:11+00:00,This is a sample tweet about Indian stock market #banknifty,825,678,135,"user_426, user_189, user_298",#banknifty,59,1638
user_143,2025-08-31 01:08:11+00:00,This is a sample tweet about Indian stock market #intraday,379,1032,390,,#intraday,58,1801
user_293,2025-08-31 01:07:59+00:00,This is a sample tweet about Indian stock market #banknifty,320,401,142,"user_408, user_238",#banknifty,59,863
user_149,2025-08-31 01:07:37+00:00,This is a sample tweet about Indian stock market #sensex,897,1870,80,user_176,#banknifty,56,2847
user_331,2025-08-31 01:07:09+00:00,This is a sample tweet about Indian stock market #intraday,264,834,337,,"#sensex, #intraday, #banknifty",58,1435
user_50,2025-08-31 01:06:34+00:00,This is a sample tweet about Indian stock market #banknifty,673,2115,413,"user_353, user_284","#intraday, #sensex",59,3201
user_492,2025-08-31 01:06:21+00:00,This is a sample tweet about Indian stock market #intraday,826,287,383,"user_467, user_140","#nifty50, #banknifty, #sensex",58,1496
user_115,2025-08-31 01:05:45+00:00,This is a sample tweet about Indian stock market #intraday,550,1102,369,"user_301, user_237, user_72","#nifty50, #banknifty",58,2021
user_321,2025-08-31 01:05:33+00:00,This is a sample tweet about Indian stock market #intraday,557,1281,215,user_309,"#nifty50, #banknifty, #intraday",58,2053
user_93,2025-08-31 01:05:32+00:00,This is a sample tweet about Indian stock market #nifty50,934,965,297,,"#nifty50, #intraday",57,2196
user_392,2025-08-31 01:04:29+00:00,This is a sample tweet about Indian stock market #banknifty,612,254,393,user_478,"#sensex, #nifty50",59,1259
user_168,2025-08-31 01:04:25+00:00,This is a sample tweet about Indian stock market #intraday,672,1624,359,,#intraday,58,2655
user_334,2025-08-31 01:02:52+00:00,This is a sample tweet about Indian stock market #intraday,51,2676,98,"user_301, user_309, user_350",#sensex,58,2825
user_491,2025-08-31 01:02:17+00:00,This is a sample tweet about Indian stock market #sensex,751,2216,344,user_220,"#banknifty, #intraday",56,3311
user_211,2025-08-31 01:01:55+00:00,This is a sample tweet about Indian stock market #intraday,554,1462,325,,"#banknifty, #sensex, #nifty50",58,2341
user_271,2025-08-31 01:01:46+00:00,This is a sample tweet about Indian stock market #banknifty,522,1293,186,"user_469, user_255",#nifty50,59,2001
user_308,2025-08-31 01:01:03+00:00,This is a sample tweet about Indian stock market #nifty50,827,1815,351,,"#nifty50, #sensex, #intraday",57,2993
user_446,2025-08-31 01:00:27+00:00,This is a sample tweet about Indian stock market #banknifty,541,1671,245,user_305,#nifty50,59,2457
user_382,2025-08-31 01:00:00+00:00,This is a sample tweet about Indian stock market #sensex,437,586,278,"user_112, user_49, user_49",#banknifty,56,1301
user_83,2025-08-31 00:59:40+00:00,This is a sample tweet about Indian stock market #banknifty,233,557,220,user_210,"#nifty50, #intraday, #sensex",59,1010
user_407,2025-08-31 00:58:54+00:00,This is a sample tweet about Indian stock market #banknifty,515,2010,127,,"#nifty50, #sensex, #intraday",59,2652
user_426,2025-08-31 00:58:42+00:00,This is a sample tweet about Indian stock market #banknifty,0,1617,281,"user_331, user_41","#sensex, #intraday, #nifty50",59,1898
user_495,2025-08-31 00:55:58+00:00,This is a sample tweet about Indian stock market #nifty50,306,2231,272,user_11,"#nifty50, #intraday",57,2809
user_200,2025-08-31 00:55:51+00:00,This is a sample tweet about Indian stock market #banknifty,959,449,362,,#intraday,59,1770
user_66,2025-08-31 00:55:36+00:00,This is a sample tweet about Indian stock market #sensex,76,2529,322,,"#intraday, #banknifty",56,2927
user_32,2025-08-31 00:55:25+00:00,This is a sample tweet about Indian stock market #sensex,263,1976,162,user_251,"#nifty50, #sensex",56,2401
user_12,2025-08-31 00:53:19+00:00,This is a sample tweet about Indian stock market #banknifty,858,339,166,"user_432, user_226","#nifty50, #intraday, #banknifty",59,1363
user_404,2025-08-31 00:52:43+00:00,This is a sample tweet about Indian stock market #nifty50,389,2955,292,"user_284, user_16","#sensex, #nifty50",57,3636
user_133,2025-08-31 00:52:28+00:00,This is a sample tweet about Indian stock market #nifty50,634,2952,118,"user_102, user_164","#sensex, #banknifty, #intraday",57,3704
user_345,2025-08-31 00:51:59+00:00,This is a sample tweet about Indian stock market #banknifty,859,851,278,user_367,"#nifty50, #banknifty, #intraday",59,1988
user_174,2025-08-31 00:51:27+00:00,This is a sample tweet about Indian stock market #banknifty,345,1488,139,"user_217, user_149, user_207","#banknifty, #sensex",59,1972
user_286,2025-08-31 00:49:36+00:00,This is a sample tweet about Indian stock market #intraday,514,1627,138,"user_341, user_286",#banknifty,58,2279
user_202,2025-08-31 00:49:26+00:00,This is a sample tweet about Indian stock market #nifty50,130,289,175,,#banknifty,57,594
user_400,2025-08-31 00:49:20+00:00,This is a sample tweet about Indian stock market #nifty50,46,2900,462,"user_303, user_175",#banknifty,57,3408
user_255,2025-08-31 00:49:14+00:00,This is a sample tweet about Indian stock market #intraday,557,1547,299,user_245,#sensex,58,2403
user_51,2025-08-31 00:49:07+00:00,This is a sample tweet about Indian stock market #sensex,515,2683,462,,"#banknifty, #intraday",56,3660
user_41,2025-08-31 00:48:48+00:00,This is a sample tweet about Indian stock market #sensex,320,2502,61,"user_373, user_164",#intraday,56,2883
user_430,2025-08-31 00:47:09+00:00,This is a sample tweet about Indian stock market #banknifty,432,315,155,"user_333, user_51","#nifty50, #banknifty, #sensex",59,902
user_184,2025-08-31 00:47:04+00:00,This is a sample tweet about Indian stock market #intraday,680,1573,136,"user_4, user_247","#nifty50, #banknifty",58,2389
user_112,2025-08-31 00:47:02+00:00,This is a sample tweet about Indian stock market #intraday,842,1395,206,"user_285, user_244",#nifty50,58,2443
user_164,2025-08-31 00:46:36+00:00,This is a sample tweet about Indian stock market #nifty50,608,1970,230,user_169,"#sensex, #intraday, #banknifty",57,2808
user_120,2025-08-31 00:46:32+00:00,This is a sample tweet about Indian stock market #banknifty,200,235,12,,#banknifty,59,447
user_455,2025-08-31 00:46:14+00:00,This is a sample tweet about Indian stock market #nifty50,438,1221,208,,"#nifty50, #intraday",57,1867
user_145,2025-08-31 00:44:31+00:00,This is a sample tweet about Indian stock market #banknifty,970,1873,472,,"#banknifty, #intraday",59,3315
user_290,2025-08-31 00:44:20+00:00,This is a sample tweet about Indian stock market #sensex,356,296,468,user_356,#intraday,56,1120
user_188,2025-08-31 00:43:43+00:00,This is a sample tweet about Indian stock market #nifty50,50,376,131,"user_50, user_205","#intraday, #nifty50",57,557
user_264,2025-08-31 00:43:22+00:00,This is a sample tweet about Indian stock market #banknifty,894,748,54,,#intraday,59,1696
user_99,2025-08-31 00:42:31+00:00,This is a sample tweet about Indian stock market #nifty50,702,105,73,user_45,"#banknifty, #nifty50, #sensex",57,880
user_115,2025-08-31 00:39:56+00:00,This is a sample tweet about Indian stock market #sensex,669,1003,295,user_102,"#sensex, #nifty50",56,1967
user_280,2025-08-31 00:39:37+00:00,This is a sample tweet about Indian stock market #nifty50,236,2813,245,"user_126, user_476, user_226",#intraday,57,3294
user_139,2025-08-31 00:39:12+00:00,This is a sample tweet about Indian stock market #banknifty,535,2874,59,user_469,#intraday,59,3468
user_29,2025-08-31 00:37:56+00:00,This is a sample tweet about Indian stock market #nifty50,999,2211,152,"user_301, user_104","#sensex, #intraday, #banknifty",57,3362
user_353,2025-08-31 00:35:54+00:00,This is a sample tweet about Indian stock market #intraday,311,2381,106,"user_228, user_476","#sensex, #banknifty, #nifty50",58,2798
user_77,2025-08-31 00:34:33+00:00,This is a sample tweet about Indian stock market #banknifty,494,2331,454,"user_438, user_123, user_239","#sensex, #intraday, #banknifty",59,3279
user_94,2025-08-31 00:33:24+00:00,This is a sample tweet about Indian stock market #banknifty,294,522,204,,"#nifty50, #sensex, #intraday",59,1020
user_411,2025-08-31 00:31:16+00:00,This is a sample tweet about Indian stock market #sensex,338,1925,484,user_267,#banknifty,56,2747
user_186,2025-08-31 00:31:04+00:00,This is a sample tweet about Indian stock market #sensex,37,2316,415,"user_469, user_438, user_32","#banknifty, #nifty50",56,2768
user_484,2025-08-31 00:29:14+00:00,This is a sample tweet about Indian stock market #nifty50,392,2616,435,,"#intraday, #sensex, #nifty50",57,3443
user_407,2025-08-31 00:28:42+00:00,This is a sample tweet about Indian stock market #sensex,998,2535,24,"user_375, user_399","#banknifty, #intraday",56,3557
user_419,2025-08-31 00:28:13+00:00,This is a sample tweet about Indian stock market #intraday,358,2163,427,"user_276, user_440","#sensex, #nifty50",58,2948
user_427,2025-08-31 00:26:53+00:00,This is a sample tweet about Indian stock market #banknifty,201,76,22,"user_81, user_191","#nifty50, #banknifty, #intraday",59,299
user_391,2025-08-31 00:25:02+00:00,This is a sample tweet about Indian stock market #sensex,784,2322,380,,"#nifty50, #intraday",56,3486
user_138,2025-08-31 00:21:20+00:00,This is a sample tweet about Indian stock market #nifty50,85,2208,70,,"#intraday, #nifty50, #sensex",57,2363
user_112,2025-08-31 00:20:54+00:00,This is a sample tweet about Indian stock market #nifty50,567,900,73,"user_234, user_41","#sensex, #banknifty, #nifty50",57,1540
user_493,2025-08-31 00:20:40+00:00,This is a sample tweet about Indian stock market #banknifty,682,904,92,"user_489, user_132, user_304",#banknifty,59,1678
user_6,2025-08-31 00:20:00+00:00,This is a sample tweet about Indian stock market #nifty50,135,82,173,"user_147, user_265","#intraday, #nifty50",57,390
user_230,2025-08-31 00:19:03+00:00,This is a sample tweet about Indian stock market #sensex,147,1780,30,"user_31, user_147, user_473","#sensex, #intraday, #nifty50",56,1957
user_17,2025-08-31 00:18:46+00:00,This is a sample tweet about Indian stock market #banknifty,532,1045,322,,#nifty50,59,1899
user_404,2025-08-31 00:18:39+00:00,This is a sample tweet about Indian stock market #intraday,383,55,466,user_442,"#intraday, #sensex",58,904
user_257,2025-08-31 00:16:23+00:00,This is a sample tweet about Indian stock market #banknifty,545,2626,279,,"#banknifty, #nifty50, #intraday",59,3450
user_373,2025-08-31 00:15:36+00:00,This is a sample tweet about Indian stock market #sensex,937,2574,362,,"#intraday, #banknifty",56,3873
user_79,2025-08-31 00:14:46+00:00,This is a sample tweet about Indian stock market #sensex,708,1839,320,"user_78, user_379, user_381",#sensex,56,2867
user_26,2025-08-31 00:13:59+00:00,This is a sample tweet about Indian stock market #nifty50,468,2773,245,"user_105, user_496",#nifty50,57,3486
user_241,2025-08-31 00:13:27+00:00,This is a sample tweet about Indian stock market #sensex,159,2671,440,"user_468, user_449","#nifty50, #sensex",56,3270
user_386,2025-08-31 00:11:28+00:00,This is a sample tweet about Indian stock market #nifty50,174,2032,250,"user_391, user_419, user_309","#intraday, #sensex, #banknifty",57,2456
user_96,2025-08-31 00:10:16+00:00,This is a sample tweet about Indian stock market #nifty50,931,1329,440,user_468,"#sensex, #banknifty, #intraday",57,2700
user_327,2025-08-31 00:10:01+00:00,This is a sample tweet about Indian stock market #sensex,265,377,89,"user_214, user_149","#banknifty, #nifty50, #intraday",56,731
user_128,2025-08-31 00:08:33+00:00,This is a sample tweet about Indian stock market #banknifty,642,457,251,user_83,"#nifty50, #banknifty",59,1350
user_102,2025-08-31 00:08:23+00:00,This is a sample tweet about Indian stock market #sensex,900,302,488,,#intraday,56,1690
user_239,2025-08-31 00:07:46+00:00,This is a sample tweet about Indian stock market #banknifty,737,1060,431,user_368,"#banknifty, #nifty50",59,2228
user_421,2025-08-31 00:07:17+00:00,This is a sample tweet about Indian stock market #sensex,108,2652,78,,"#intraday, #banknifty, #nifty50",56,2838
user_417,2025-08-31 00:06:37+00:00,This is a sample tweet about Indian stock market #banknifty,867,1970,74,"user_383, user_328","#intraday, #sensex",59,2911
user_364,2025-08-31 00:06:33+00:00,This is a sample tweet about Indian stock market #banknifty,903,1061,103,"user_181, user_204",#banknifty,59,2067
user_304,2025-08-31 00:04:04+00:00,This is a sample tweet about Indian stock market #banknifty,15,1928,424,"user_276, user_361, user_485","#sensex, #nifty50",59,2367
user_175,2025-08-31 00:03:31+00:00,This is a sample tweet about Indian stock market #nifty50,26,1659,257,,"#banknifty, #sensex, #nifty50",57,1942
user_16,2025-08-31 00:02:17+00:00,This is a sample tweet about Indian stock market #banknifty,362,2093,79,"user_451, user_333, user_254","#intraday, #banknifty",59,2534
user_84,2025-08-31 00:01:19+00:00,This is a sample tweet about Indian stock market #nifty50,484,1704,89,user_212,"#nifty50, #intraday",57,2277
user_195,2025-08-30 23:59:50+00:00,This is a sample tweet about Indian stock market #nifty50,188,2099,472,,"#banknifty, #intraday",57,2759
user_89,2025-08-30 23:59:45+00:00,This is a sample tweet about Indian stock market #sensex,792,986,498,"user_452, user_49, user_373","#banknifty, #intraday",56,2276
user_364,2025-08-30 23:59:25+00:00,This is a sample tweet about Indian stock market #nifty50,69,179,315,"user_444, user_430, user_453","#intraday, #banknifty",57,563
user_311,2025-08-30 23:59:24+00:00,This is a sample tweet about Indian stock market #banknifty,576,1517,157,"user_137, user_253","#nifty50, #banknifty, #sensex",59,2250
user_143,2025-08-30 23:57:46+00:00,This is a sample tweet about Indian stock market #banknifty,684,38,229,user_452,"#banknifty, #nifty50, #intraday",59,951
user_202,2025-08-30 23:56:03+00:00,This is a sample tweet about Indian stock market #intraday,383,943,33,"user_452, user_494","#sensex, #nifty50",58,1359
user_273,2025-08-30 23:54:35+00:00,This is a sample tweet about Indian stock market #banknifty,43,1650,307,"user_301, user_132, user_415","#nifty50, #sensex",59,2000
user_164,2025-08-30 23:54:27+00:00,This is a sample tweet about Indian stock market #sensex,486,2012,483,"user_392, user_104","#sensex, #intraday, #nifty50",56,2981
user_30,2025-08-30 23:53:18+00:00,This is a sample tweet about Indian stock market #banknifty,483,2843,353,"user_264, user_485, user_290","#nifty50, #intraday, #sensex",59,3679
user_484,2025-08-30 23:53:16+00:00,This is a sample tweet about Indian stock market #nifty50,758,2515,397,user_367,#intraday,57,3670
user_137,2025-08-30 23:53:11+00:00,This is a sample tweet about Indian stock market #sensex,315,317,453,"user_180, user_490",#banknifty,56,1085
user_104,2025-08-30 23:53:02+00:00,This is a sample tweet about Indian stock market #nifty50,865,809,418,"user_453, user_191, user_207",#banknifty,57,2092
user_384,2025-08-30 23:52:23+00:00,This is a sample tweet about Indian stock market #banknifty,57,2626,216,"user_218, user_421, user_476","#intraday, #nifty50, #banknifty",59,2899
user_443,2025-08-30 23:51:21+00:00,This is a sample tweet about Indian stock market #banknifty,545,476,154,"user_99, user_358, user_98","#intraday, #banknifty",59,1175
user_432,2025-08-30 23:51:16+00:00,This is a sample tweet about Indian stock market #nifty50,734,789,377,"user_397, user_49","#nifty50, #sensex",57,1900
user_121,2025-08-30 23:51:03+00:00,This is a sample tweet about Indian stock market #nifty50,783,711,190,user_221,"#nifty50, #intraday, #banknifty",57,1684
user_152,2025-08-30 23:50:13+00:00,This is a sample tweet about Indian stock market #sensex,135,2262,264,user_19,"#nifty50, #sensex",56,2661
user_19,2025-08-30 23:50:08+00:00,This is a sample tweet about Indian stock market #banknifty,625,1182,352,"user_405, user_289",#nifty50,59,2159
user_347,2025-08-30 23:48:54+00:00,This is a sample tweet about Indian stock market #banknifty,451,2318,1,,#banknifty,59,2770
user_317,2025-08-30 23:48:38+00:00,This is a sample tweet about Indian stock market #nifty50,2,602,461,,"#sensex, #intraday, #banknifty",57,1065
user_197,2025-08-30 23:48:22+00:00,This is a sample tweet about Indian stock market #banknifty,588,680,79,,#intraday,59,1347
user_290,2025-08-30 23:47:44+00:00,This is a sample tweet about Indian stock market #banknifty,542,2809,201,"user_175, user_490, user_163",#intraday,59,3552
user_185,2025-08-30 23:46:53+00:00,This is a sample tweet about Indian stock market #intraday,267,554,372,"user_200, user_462, user_263","#sensex, #intraday",58,1193
user_152,2025-08-30 23:45:52+00:00,This is a sample tweet about Indian stock market #intraday,606,2344,307,user_445,#intraday,58,3257
user_137,2025-08-30 23:44:48+00:00,This is a sample tweet about Indian stock market #banknifty,611,59,390,user_489,"#intraday, #sensex",59,1060
user_43,2025-08-30 23:44:20+00:00,This is a sample tweet about Indian stock market #banknifty,185,2019,160,"user_37, user_39","#intraday, #banknifty",59,2364
user_405,2025-08-30 23:44:06+00:00,This is a sample tweet about Indian stock market #sensex,89,80,366,"user_476, user_440","#intraday, #banknifty",56,535
user_264,2025-08-30 23:43:21+00:00,This is a sample tweet about Indian stock market #intraday,760,771,331,,"#banknifty, #nifty50",58,1862
user_458,2025-08-30 23:43:10+00:00,This is a sample tweet about Indian stock market #sensex,750,1120,0,"user_29, user_155, user_470",#nifty50,56,1870
user_286,2025-08-30 23:41:00+00:00,This is a sample tweet about Indian stock market #intraday,808,1003,173,"user_132, user_459",#intraday,58,1984
user_270,2025-08-30 23:40:12+00:00,This is a sample tweet about Indian stock market #intraday,998,2461,2,user_351,"#intraday, #banknifty, #nifty50",58,3461
user_154,2025-08-30 23:39:34+00:00,This is a sample tweet about Indian stock market #sensex,534,1826,253,,"#intraday, #sensex",56,2613
user_177,2025-08-30 23:38:59+00:00,This is a sample tweet about Indian stock market #nifty50,198,2975,152,"user_118, user_479, user_126","#nifty50, #sensex, #intraday",57,3325
user_10,2025-08-30 23:38:39+00:00,This is a sample tweet about Indian stock market #banknifty,710,2150,410,"user_327, user_485","#banknifty, #sensex, #intraday",59,3270
user_84,2025-08-30 23:38:16+00:00,This is a sample tweet about Indian stock market #intraday,55,1636,190,,"#sensex, #nifty50, #intraday",58,1881
user_473,2025-08-30 23:37:57+00:00,This is a sample tweet about Indian stock market #intraday,675,1937,167,"user_438, user_98, user_119",#sensex,58,2779
user_104,2025-08-30 23:37:56+00:00,This is a sample tweet about Indian stock market #sensex,430,2854,63,user_353,"#sensex, #intraday, #banknifty",56,3347
user_29,2025-08-30 23:36:30+00:00,This is a sample tweet about Indian stock market #sensex,129,2484,56,user_427,"#intraday, #sensex, #banknifty",56,2669
user_392,2025-08-30 23:36:28+00:00,This is a sample tweet about Indian stock market #banknifty,44,91,448,,"#nifty50, #sensex",59,583
user_243,2025-08-30 23:36:13+00:00,This is a sample tweet about Indian stock market #banknifty,187,1154,115,,#sensex,59,1456
user_274,2025-08-30 23:35:48+00:00,This is a sample tweet about Indian stock market #sensex,642,2309,212,user_357,"#sensex, #banknifty, #intraday",56,3163
user_131,2025-08-30 23:34:55+00:00,This is a sample tweet about Indian stock market #banknifty,871,748,289,,#intraday,59,1908
user_231,2025-08-30 23:34:15+00:00,This is a sample tweet about Indian stock market #intraday,401,2871,223,"user_476, user_371",#intraday,58,3495
user_492,2025-08-30 23:33:36+00:00,This is a sample tweet about Indian stock market #banknifty,430,2680,323,"user_460, user_240",#intraday,59,3433
user_388,2025-08-30 23:32:40+00:00,This is a sample tweet about Indian stock market #banknifty,852,457,407,,"#sensex, #banknifty",59,1716
user_222,2025-08-30 23:32:18+00:00,This is a sample tweet about Indian stock market #nifty50,814,906,313,user_133,"#nifty50, #sensex, #banknifty",57,2033
user_329,2025-08-30 23:32:18+00:00,This is a sample tweet about Indian stock market #banknifty,22,887,174,,#nifty50,59,1083
user_357,2025-08-30 23:32:11+00:00,This is a sample tweet about Indian stock market #nifty50,188,1798,210,"user_330, user_147",#sensex,57,2196
user_47,2025-08-30 23:31:27+00:00,This is a sample tweet about Indian stock market #nifty50,610,2801,455,user_129,"#banknifty, #nifty50, #sensex",57,3866
user_491,2025-08-30 23:29:32+00:00,This is a sample tweet about Indian stock market #nifty50,149,692,365,"user_265, user_330","#intraday, #sensex",57,1206
user_290,2025-08-30 23:28:26+00:00,This is a sample tweet about Indian stock market #intraday,354,1994,1,user_176,"#nifty50, #intraday",58,2349
